,age,california_region,total_rooms,total_bedrooms,population,households,median_house_value
16146,ate_29,norte,12902.0,2118.0,6160.0,2082.0,325800.0
16147,ate_29,norte,949.0,151.0,399.0,149.0,411300.0
16148,ate_29,norte,1036.0,202.0,589.0,194.0,303300.0
16149,ate_29,norte,2487.0,516.0,980.0,503.0,187500.0
16150,de_0_ate_18,norte,2411.0,446.0,1144.0,407.0,261000.0
16151,de_0_ate_18,norte,4885.0,988.0,2175.0,924.0,209500.0
16152,de_0_ate_18,norte,3769.0,839.0,1986.0,815.0,187500.0
16153,ate_29,norte,10774.0,1736.0,3895.0,1683.0,500001.0
16154,acima_37,norte,6927.0,1258.0,4715.0,1165.0,500001.0
16155,acima_37,norte,437.0,105.0,194.0,87.0,500001.0
16156,acima_37,norte,2383.0,477.0,990.0,464.0,483300.0
16157,acima_37,norte,3021.0,569.0,1479.0,514.0,414600.0
16158,acima_37,norte,2635.0,587.0,1302.0,577.0,416700.0
16159,acima_37,norte,2388.0,507.0,1078.0,494.0,443300.0
16160,acima_37,norte,2275.0,412.0,1166.0,424.0,421300.0
16161,acima_37,norte,2169.0,522.0,1220.0,505.0,446900.0
16162,acima_37,norte,1485.0,386.0,880.0,385.0,307100.0
16163,acima_37,norte,3143.0,635.0,1350.0,623.0,366700.0
16164,acima_37,norte,4001.0,809.0,1886.0,756.0,350000.0
16165,acima_37,norte,2941.0,783.0,1545.0,726.0,406500.0
16166,acima_37,norte,2680.0,740.0,1587.0,713.0,359600.0
16167,acima_37,norte,2465.0,489.0,1170.0,498.0,306700.0
16168,acima_37,norte,2842.0,670.0,1396.0,648.0,345700.0
16169,acima_37,norte,2464.0,459.0,1179.0,458.0,358600.0
16170,acima_37,norte,3525.0,941.0,1675.0,857.0,330000.0
16171,acima_37,norte,2713.0,396.0,1090.0,401.0,500001.0
16172,acima_37,norte,2413.0,431.0,1095.0,437.0,357000.0
16173,acima_37,norte,2747.0,472.0,1281.0,448.0,366300.0
16174,acima_37,norte,3238.0,544.0,1293.0,470.0,381700.0
16175,acima_37,norte,2399.0,426.0,911.0,423.0,361000.0
16176,acima_37,norte,3688.0,640.0,1605.0,567.0,365600.0
16177,acima_37,norte,2055.0,265.0,735.0,252.0,500001.0
16178,acima_37,norte,1538.0,305.0,819.0,319.0,333600.0
16179,acima_37,norte,2151.0,280.0,762.0,274.0,500001.0
16180,acima_37,norte,2134.0,277.0,936.0,285.0,484600.0
16181,acima_37,norte,1653.0,252.0,641.0,224.0,500001.0
16182,acima_37,norte,1690.0,307.0,770.0,294.0,259700.0
16183,acima_37,norte,1836.0,319.0,767.0,302.0,399000.0
16184,acima_37,norte,1453.0,306.0,817.0,310.0,246700.0
16185,acima_37,norte,2547.0,511.0,1577.0,516.0,237900.0
16186,acima_37,norte,1046.0,251.0,822.0,239.0,224400.0
16187,acima_37,norte,737.0,126.0,370.0,136.0,281300.0
16188,acima_37,norte,3290.0,693.0,2466.0,666.0,238600.0
16189,ate_37,norte,1720.0,421.0,1452.0,425.0,256100.0
16190,ate_37,norte,1954.0,357.0,1130.0,367.0,304500.0
16191,ate_29,norte,2447.0,720.0,2104.0,657.0,239100.0
16192,ate_37,norte,4077.0,777.0,2544.0,738.0,306700.0
16193,ate_29,norte,5689.0,992.0,3752.0,1002.0,304300.0
16194,ate_29,norte,4172.0,806.0,3226.0,790.0,297900.0
16195,ate_29,norte,8103.0,1655.0,5023.0,1605.0,236200.0
16196,ate_29,norte,950.0,259.0,404.0,195.0,319200.0
16197,ate_29,norte,2297.0,416.0,1086.0,381.0,334600.0
16198,de_0_ate_18,norte,304.0,63.0,161.0,61.0,112500.0
16199,acima_37,norte,1898.0,359.0,973.0,340.0,256600.0
16200,acima_37,norte,1977.0,393.0,741.0,339.0,247600.0
16201,acima_37,norte,3049.0,508.0,1287.0,439.0,276500.0
16202,ate_37,norte,2278.0,397.0,765.0,322.0,348200.0
16203,acima_37,norte,2106.0,533.0,1141.0,445.0,149300.0
16204,ate_37,norte,1701.0,363.0,680.0,324.0,192100.0
16205,ate_29,norte,2398.0,521.0,1266.0,471.0,186800.0
16206,de_0_ate_18,norte,2703.0,550.0,1241.0,515.0,171300.0
16207,de_0_ate_18,norte,2947.0,802.0,1385.0,743.0,318000.0
16208,acima_37,norte,3914.0,752.0,1177.0,670.0,500001.0
16209,acima_37,norte,6297.0,1307.0,2096.0,1205.0,500001.0
16210,acima_37,norte,4683.0,1055.0,2246.0,975.0,457800.0
16211,acima_37,norte,1647.0,236.0,546.0,227.0,500001.0
16212,acima_37,norte,3047.0,641.0,1427.0,620.0,337200.0
16213,acima_37,norte,2910.0,611.0,1508.0,515.0,311400.0
16214,acima_37,norte,2666.0,515.0,1362.0,494.0,393800.0
16215,acima_37,norte,2159.0,437.0,1111.0,417.0,346400.0
16216,acima_37,norte,2835.0,728.0,1674.0,684.0,375000.0
16217,acima_37,norte,3371.0,794.0,1738.0,753.0,335300.0
16218,acima_37,norte,2556.0,595.0,1202.0,568.0,348500.0
16219,acima_37,norte,3260.0,653.0,1594.0,632.0,336100.0
16220,acima_37,norte,2684.0,574.0,1395.0,549.0,323800.0
16221,acima_37,norte,1845.0,336.0,1015.0,337.0,331300.0
16222,acima_37,norte,2236.0,484.0,1171.0,467.0,322100.0
16223,acima_37,norte,2660.0,616.0,1491.0,602.0,348600.0
16224,acima_37,norte,2304.0,558.0,1273.0,512.0,332100.0
16225,acima_37,norte,2515.0,494.0,1583.0,477.0,317600.0
16226,acima_37,norte,2095.0,410.0,1126.0,429.0,318400.0
16227,acima_37,norte,2203.0,407.0,1052.0,405.0,329200.0
16228,acima_37,norte,2555.0,548.0,1285.0,482.0,314700.0
16229,acima_37,norte,2841.0,517.0,1372.0,517.0,335000.0
16230,acima_37,norte,2453.0,508.0,1056.0,453.0,311800.0
16231,acima_37,norte,2166.0,423.0,1072.0,370.0,314300.0
16232,acima_37,norte,1597.0,240.0,566.0,231.0,500001.0
16233,acima_37,norte,2382.0,392.0,867.0,376.0,371500.0
16234,acima_37,norte,3195.0,828.0,2410.0,778.0,350000.0
16235,acima_37,norte,2403.0,638.0,1281.0,603.0,112500.0
16236,acima_37,norte,3850.0,1018.0,1497.0,829.0,400000.0
16237,acima_37,norte,3615.0,632.0,1571.0,615.0,314200.0
16238,ate_37,norte,4492.0,1583.0,3477.0,1537.0,297900.0
16239,ate_37,norte,4167.0,1398.0,2923.0,1314.0,307000.0
16240,acima_37,norte,2661.0,455.0,1384.0,456.0,257500.0
16241,acima_37,norte,2993.0,512.0,1594.0,546.0,252400.0
16242,ate_37,norte,2347.0,512.0,1259.0,481.0,264300.0
16243,ate_37,norte,2609.0,433.0,1746.0,464.0,294500.0
16244,de_0_ate_18,norte,2897.0,728.0,2340.0,720.0,303700.0
16245,de_0_ate_18,norte,120.0,21.0,50.0,27.0,281000.0
16246,ate_37,norte,5889.0,959.0,2784.0,923.0,273000.0
16247,ate_37,norte,4648.0,806.0,2282.0,814.0,249000.0
16248,ate_29,norte,3689.0,644.0,1544.0,566.0,76100.0
16249,de_0_ate_18,norte,3308.0,720.0,1587.0,632.0,176000.0
16250,ate_29,norte,3078.0,597.0,1411.0,586.0,195500.0
16251,de_0_ate_18,norte,2844.0,602.0,1613.0,544.0,193600.0
16252,ate_29,norte,1726.0,289.0,672.0,251.0,242100.0
16253,de_0_ate_18,norte,5092.0,988.0,1657.0,936.0,213200.0
16254,acima_37,norte,1226.0,244.0,491.0,205.0,307000.0
16255,ate_29,norte,5470.0,755.0,1916.0,764.0,420800.0
16256,ate_37,norte,1256.0,178.0,460.0,174.0,451700.0
16257,ate_29,norte,2170.0,347.0,849.0,318.0,386200.0
16258,ate_29,norte,1650.0,403.0,541.0,336.0,500001.0
16259,acima_37,norte,2175.0,510.0,809.0,503.0,442000.0
16260,acima_37,norte,240.0,29.0,63.0,34.0,500001.0
16261,acima_37,norte,3146.0,478.0,1143.0,455.0,500001.0
16262,acima_37,norte,2488.0,281.0,805.0,295.0,500001.0
16263,acima_37,norte,3440.0,722.0,1663.0,665.0,356300.0
16264,acima_37,norte,2050.0,439.0,1109.0,437.0,318500.0
16265,acima_37,norte,2176.0,441.0,1040.0,448.0,500001.0
16266,acima_37,norte,2695.0,643.0,1505.0,644.0,329100.0
16267,acima_37,norte,3304.0,792.0,1783.0,777.0,352200.0
16268,acima_37,norte,2723.0,579.0,1419.0,519.0,328400.0
16269,ate_37,norte,3028.0,815.0,1704.0,718.0,322900.0
16270,acima_37,norte,2342.0,458.0,1170.0,458.0,369200.0
16271,acima_37,norte,2564.0,502.0,1092.0,459.0,329600.0
16272,acima_37,norte,2245.0,425.0,1091.0,409.0,331200.0
16273,acima_37,norte,1792.0,305.0,782.0,287.0,332700.0
16274,acima_37,norte,1382.0,230.0,708.0,279.0,339800.0
16275,acima_37,norte,1724.0,295.0,795.0,297.0,353600.0
16276,acima_37,norte,1637.0,304.0,729.0,281.0,323100.0
16277,acima_37,norte,2226.0,385.0,1177.0,416.0,323800.0
16278,acima_37,norte,2181.0,419.0,1041.0,379.0,320200.0
16279,acima_37,norte,2140.0,425.0,1105.0,401.0,308500.0
16280,acima_37,norte,2341.0,461.0,1092.0,438.0,297800.0
16281,acima_37,norte,2044.0,393.0,979.0,378.0,319100.0
16282,acima_37,norte,2442.0,449.0,1188.0,436.0,317700.0
16283,acima_37,norte,2302.0,457.0,1154.0,424.0,315200.0
16284,acima_37,norte,2189.0,433.0,1147.0,420.0,321300.0
16285,acima_37,norte,1186.0,213.0,487.0,207.0,340800.0
16286,acima_37,norte,1472.0,275.0,820.0,310.0,300000.0
16287,acima_37,norte,1190.0,182.0,497.0,199.0,438500.0
16288,acima_37,norte,1937.0,336.0,742.0,307.0,369400.0
16289,acima_37,norte,1399.0,224.0,530.0,235.0,433300.0
16290,ate_37,norte,1946.0,340.0,828.0,313.0,287700.0
16291,ate_37,norte,2644.0,456.0,1465.0,430.0,277000.0
16292,ate_37,norte,5275.0,903.0,2892.0,842.0,266400.0
16293,ate_37,norte,3795.0,675.0,2494.0,696.0,260300.0
16294,ate_37,norte,696.0,145.0,398.0,162.0,254100.0
16295,ate_37,norte,1256.0,328.0,785.0,297.0,234600.0
16296,ate_37,norte,3507.0,669.0,1697.0,660.0,270600.0
16297,ate_37,norte,2683.0,475.0,1498.0,484.0,262500.0
16298,de_0_ate_18,norte,3456.0,545.0,1527.0,535.0,368000.0
16299,ate_29,norte,1209.0,309.0,801.0,259.0,500000.0
16300,de_0_ate_18,norte,2394.0,443.0,877.0,341.0,109200.0
16301,ate_37,norte,1860.0,364.0,777.0,339.0,295700.0
16302,ate_29,norte,1566.0,352.0,784.0,362.0,165100.0
16303,ate_29,norte,6526.0,1902.0,5917.0,1812.0,187500.0
16304,ate_37,norte,2639.0,415.0,1013.0,408.0,349200.0
16305,ate_37,norte,2270.0,359.0,974.0,351.0,300900.0
16306,ate_37,norte,7001.0,1282.0,2755.0,1267.0,441100.0
16307,ate_29,norte,5448.0,1089.0,2100.0,1023.0,474600.0
16308,de_0_ate_18,norte,4333.0,947.0,1650.0,919.0,346100.0
16309,acima_37,norte,8.0,1.0,13.0,1.0,500001.0
16310,acima_37,norte,1922.0,427.0,1049.0,443.0,348500.0
16311,acima_37,norte,2739.0,569.0,1312.0,531.0,322900.0
16312,acima_37,norte,1769.0,414.0,1032.0,380.0,324700.0
16313,acima_37,norte,2018.0,422.0,1142.0,463.0,307700.0
16314,acima_37,norte,1993.0,410.0,1009.0,374.0,295600.0
16315,acima_37,norte,1408.0,295.0,891.0,269.0,296300.0
16316,acima_37,norte,1491.0,285.0,841.0,306.0,278800.0
16317,acima_37,norte,1673.0,377.0,1078.0,393.0,272300.0
16318,acima_37,norte,2108.0,456.0,1299.0,447.0,316200.0
16319,acima_37,norte,1672.0,344.0,838.0,314.0,291500.0
16320,acima_37,norte,1620.0,344.0,941.0,328.0,270200.0
16321,acima_37,norte,1819.0,365.0,1137.0,354.0,271800.0
16322,acima_37,norte,1739.0,343.0,872.0,330.0,286300.0
16323,acima_37,norte,1771.0,349.0,1098.0,342.0,296600.0
16324,acima_37,norte,2527.0,518.0,1434.0,444.0,275700.0
16325,acima_37,norte,2374.0,496.0,1087.0,426.0,275700.0
16326,acima_37,norte,2082.0,470.0,1154.0,403.0,268100.0
16327,acima_37,norte,1667.0,395.0,1041.0,387.0,273700.0
16328,acima_37,norte,2310.0,445.0,1266.0,490.0,297800.0
16329,ate_37,norte,1521.0,253.0,736.0,241.0,237500.0
16330,de_0_ate_18,norte,749.0,137.0,355.0,124.0,371800.0
16331,ate_29,norte,1629.0,386.0,551.0,214.0,68800.0
16332,de_0_ate_18,norte,5875.0,1115.0,2808.0,1029.0,246300.0
16333,ate_29,norte,9493.0,1935.0,5162.0,1880.0,118800.0
16334,de_0_ate_18,norte,2449.0,536.0,1157.0,543.0,274200.0
16335,ate_37,norte,4138.0,632.0,1541.0,626.0,433300.0
16336,acima_37,norte,4801.0,699.0,1830.0,679.0,487800.0
16337,acima_37,norte,4296.0,1089.0,2100.0,1025.0,329400.0
16338,acima_37,norte,3302.0,684.0,1574.0,653.0,263800.0
16339,de_0_ate_18,norte,647.0,136.0,203.0,118.0,310000.0
16340,ate_29,norte,2674.0,565.0,1233.0,547.0,458300.0
16341,ate_29,norte,3904.0,980.0,1949.0,919.0,258400.0
16342,acima_37,norte,2527.0,619.0,1332.0,558.0,274200.0
16343,acima_37,norte,2320.0,562.0,1499.0,521.0,260800.0
16344,ate_29,norte,64.0,21.0,59.0,21.0,450000.0
16345,de_0_ate_18,norte,1574.0,262.0,672.0,241.0,355800.0
16346,de_0_ate_18,norte,975.0,219.0,337.0,155.0,77800.0
16347,ate_29,norte,102.0,17.0,43.0,13.0,87500.0
16348,ate_37,norte,1705.0,321.0,708.0,253.0,300000.0
16349,ate_37,norte,1227.0,236.0,548.0,207.0,336700.0
16350,ate_29,norte,2405.0,390.0,872.0,367.0,248300.0
16351,ate_37,norte,6555.0,1571.0,2962.0,1464.0,324200.0
16352,ate_37,norte,2012.0,346.0,818.0,352.0,331000.0
16353,acima_37,norte,350.0,57.0,179.0,69.0,500001.0
16354,ate_37,norte,4448.0,631.0,1675.0,628.0,468800.0
16355,ate_29,norte,1804.0,284.0,600.0,241.0,500001.0
16356,acima_37,norte,793.0,163.0,334.0,151.0,317800.0
16357,ate_29,norte,421.0,64.0,163.0,75.0,500001.0
16358,ate_37,norte,4174.0,739.0,1818.0,705.0,402900.0
16359,de_0_ate_18,norte,1704.0,402.0,689.0,348.0,267100.0
16360,de_0_ate_18,norte,4363.0,1041.0,1640.0,989.0,417600.0
16361,ate_29,norte,2400.0,485.0,1109.0,443.0,55400.0
16362,ate_29,norte,1231.0,240.0,658.0,211.0,71900.0
16363,ate_29,norte,3577.0,553.0,1371.0,501.0,332300.0
16364,ate_29,norte,3121.0,531.0,1318.0,489.0,310900.0
16365,de_0_ate_18,norte,1495.0,292.0,472.0,284.0,67500.0
16366,ate_37,norte,2390.0,336.0,810.0,354.0,500001.0
16367,acima_37,norte,1340.0,322.0,621.0,314.0,268800.0
16368,ate_37,norte,4385.0,620.0,1549.0,626.0,470500.0
16369,ate_37,norte,908.0,194.0,413.0,197.0,290800.0
16370,acima_37,norte,2171.0,362.0,887.0,347.0,393200.0
16371,acima_37,norte,1722.0,352.0,648.0,337.0,310300.0
16372,acima_37,norte,1530.0,324.0,608.0,328.0,390800.0
16373,acima_37,norte,1741.0,301.0,723.0,306.0,410500.0
16374,acima_37,norte,2524.0,398.0,999.0,417.0,500001.0
16375,acima_37,norte,2846.0,551.0,1232.0,537.0,327200.0
16376,ate_37,norte,4127.0,689.0,1596.0,707.0,400400.0
16377,ate_29,norte,4921.0,866.0,1913.0,834.0,413100.0
16378,ate_29,norte,1814.0,282.0,658.0,253.0,400000.0
16379,ate_29,norte,7778.0,1493.0,4674.0,1451.0,272400.0
16380,ate_29,norte,4768.0,807.0,2199.0,805.0,331100.0
16381,acima_37,norte,2725.0,531.0,1167.0,458.0,202800.0
16382,ate_29,norte,3416.0,826.0,1694.0,800.0,277000.0
16383,ate_37,norte,2236.0,348.0,818.0,330.0,444000.0
16384,acima_37,norte,1758.0,316.0,607.0,264.0,371900.0
16385,acima_37,norte,4193.0,762.0,1833.0,737.0,352100.0
16386,acima_37,norte,1552.0,204.0,596.0,208.0,500001.0
16387,ate_37,norte,2534.0,495.0,996.0,449.0,500001.0
16388,acima_37,norte,2310.0,400.0,971.0,386.0,435700.0
16389,acima_37,norte,3670.0,775.0,1519.0,788.0,435200.0
16390,ate_29,norte,3990.0,804.0,1550.0,792.0,405500.0
16391,acima_37,norte,2924.0,489.0,1159.0,505.0,489000.0
16392,ate_37,norte,4971.0,836.0,1907.0,795.0,424400.0
16393,ate_37,norte,4382.0,732.0,1775.0,745.0,414400.0
16394,de_0_ate_18,norte,2975.0,968.0,1453.0,828.0,318900.0
16395,ate_37,norte,3988.0,732.0,1793.0,708.0,292500.0
16396,ate_37,norte,1481.0,277.0,747.0,254.0,262100.0
16397,de_0_ate_18,norte,3639.0,637.0,1027.0,421.0,132100.0
16398,ate_29,norte,2220.0,411.0,894.0,365.0,211700.0
16399,ate_29,norte,5188.0,892.0,2341.0,906.0,255600.0
16400,de_0_ate_18,norte,1495.0,235.0,555.0,201.0,345000.0
16401,acima_37,norte,3392.0,709.0,1894.0,713.0,350800.0
16402,ate_37,norte,7174.0,1169.0,3063.0,1172.0,293200.0
16403,ate_29,norte,4985.0,711.0,1928.0,742.0,361500.0
16404,ate_29,norte,3966.0,577.0,1657.0,611.0,342200.0
16405,ate_37,norte,3306.0,555.0,1398.0,585.0,319900.0
16406,acima_37,norte,2232.0,291.0,731.0,253.0,500001.0
16407,acima_37,norte,2303.0,350.0,859.0,359.0,500001.0
16408,acima_37,norte,1283.0,278.0,567.0,255.0,460000.0
16409,ate_37,norte,1431.0,224.0,503.0,220.0,453400.0
16410,ate_37,norte,2131.0,625.0,1229.0,572.0,322200.0
16411,ate_37,norte,1331.0,245.0,598.0,225.0,345500.0
16412,ate_29,norte,2010.0,360.0,947.0,306.0,70100.0
16413,ate_29,norte,1182.0,250.0,512.0,210.0,74500.0
16414,de_0_ate_18,norte,9614.0,2123.0,4684.0,2060.0,209800.0
16415,ate_37,norte,1887.0,290.0,815.0,283.0,324800.0
16416,ate_37,norte,2649.0,542.0,1111.0,557.0,345700.0
16417,acima_37,norte,1833.0,324.0,735.0,306.0,398900.0
16418,ate_37,norte,2677.0,411.0,933.0,410.0,500001.0
16419,ate_37,norte,2023.0,242.0,653.0,241.0,500001.0
16420,acima_37,norte,1926.0,290.0,721.0,298.0,500001.0
16421,acima_37,norte,1972.0,327.0,755.0,345.0,500001.0
16422,acima_37,norte,1550.0,253.0,641.0,276.0,463500.0
16423,ate_29,norte,221.0,41.0,75.0,38.0,362500.0
16424,ate_29,norte,1540.0,315.0,883.0,321.0,93400.0
16425,de_0_ate_18,norte,3873.0,810.0,1697.0,627.0,55600.0
16426,ate_29,norte,2083.0,506.0,926.0,487.0,225000.0
16427,de_0_ate_18,norte,6508.0,1028.0,2902.0,1010.0,250500.0
16428,ate_29,norte,2330.0,322.0,911.0,320.0,387700.0
16429,ate_37,norte,9531.0,1487.0,3798.0,1409.0,314000.0
16430,acima_37,norte,2404.0,425.0,926.0,400.0,320100.0
16431,acima_37,norte,5587.0,996.0,2466.0,1027.0,336900.0
16432,acima_37,norte,2860.0,552.0,1178.0,522.0,355000.0
16433,acima_37,norte,5416.0,1115.0,2177.0,1027.0,382100.0
16434,acima_37,norte,3458.0,468.0,1449.0,471.0,500001.0
16435,ate_37,norte,1239.0,262.0,539.0,246.0,195800.0
16436,ate_37,norte,2723.0,637.0,1549.0,556.0,183100.0
16437,de_0_ate_18,norte,3597.0,661.0,1132.0,639.0,269200.0
16438,ate_29,norte,3800.0,728.0,1587.0,605.0,306600.0
16439,de_0_ate_18,norte,1302.0,177.0,682.0,190.0,423200.0
16440,de_0_ate_18,norte,5027.0,871.0,1912.0,770.0,309500.0
16441,ate_29,norte,11872.0,2300.0,5600.0,2200.0,276300.0
16442,ate_29,norte,10839.0,1637.0,4406.0,1623.0,285600.0
16443,de_0_ate_18,norte,764.0,145.0,366.0,143.0,103100.0
16444,ate_29,norte,3753.0,752.0,1454.0,668.0,185700.0
16445,acima_37,norte,2088.0,379.0,721.0,293.0,245000.0
16446,de_0_ate_18,norte,1665.0,390.0,505.0,348.0,201200.0
16447,ate_29,norte,2791.0,546.0,785.0,512.0,216700.0
16448,ate_29,norte,1589.0,231.0,601.0,224.0,290900.0
16449,acima_37,norte,4036.0,856.0,1872.0,833.0,275200.0
16450,de_0_ate_18,norte,1657.0,390.0,572.0,301.0,62000.0
16451,ate_29,norte,292.0,56.0,92.0,41.0,91700.0
16452,de_0_ate_18,norte,1528.0,264.0,606.0,251.0,341500.0
16453,de_0_ate_18,norte,1410.0,209.0,741.0,229.0,204500.0
16454,ate_29,norte,8642.0,1294.0,3594.0,1253.0,301500.0
16455,ate_29,norte,1752.0,328.0,873.0,336.0,201600.0
16456,ate_29,norte,2198.0,462.0,1100.0,449.0,246600.0
16457,de_0_ate_18,norte,4206.0,922.0,1863.0,869.0,55700.0
16458,de_0_ate_18,norte,231.0,36.0,108.0,31.0,71300.0
16459,de_0_ate_18,norte,7731.0,1360.0,2543.0,1249.0,259800.0
16460,de_0_ate_18,norte,2864.0,487.0,1482.0,547.0,215200.0
16461,ate_29,norte,2915.0,418.0,1340.0,421.0,204900.0
16462,ate_29,norte,2990.0,450.0,1335.0,434.0,190100.0
16463,ate_29,norte,2933.0,481.0,1279.0,443.0,188500.0
16464,de_0_ate_18,norte,1728.0,271.0,897.0,284.0,185900.0
16465,ate_29,norte,2042.0,420.0,914.0,400.0,193800.0
16466,ate_29,norte,6205.0,821.0,2311.0,756.0,368700.0
16467,acima_37,norte,7737.0,1488.0,3108.0,1349.0,289600.0
16468,de_0_ate_18,norte,1914.0,446.0,828.0,332.0,69000.0
16469,ate_29,norte,2230.0,538.0,832.0,359.0,58800.0
16470,de_0_ate_18,norte,1731.0,400.0,638.0,282.0,57500.0
16471,de_0_ate_18,norte,524.0,129.0,215.0,90.0,55000.0
16472,ate_29,norte,1425.0,323.0,727.0,287.0,85300.0
16473,ate_29,norte,2409.0,464.0,1006.0,403.0,265200.0
16474,de_0_ate_18,norte,9772.0,1308.0,3741.0,1242.0,324700.0
16475,ate_37,norte,1453.0,250.0,677.0,237.0,170200.0
16476,ate_29,norte,2388.0,358.0,1187.0,362.0,196500.0
16477,ate_29,norte,1888.0,411.0,826.0,396.0,189100.0
16478,ate_37,norte,1369.0,280.0,758.0,246.0,156500.0
16479,ate_29,norte,1687.0,253.0,893.0,257.0,201800.0
16480,de_0_ate_18,norte,2259.0,341.0,1127.0,346.0,334900.0
16481,acima_37,norte,370.0,62.0,150.0,56.0,316700.0
16482,ate_37,norte,833.0,164.0,358.0,143.0,493800.0
16483,ate_29,norte,2507.0,577.0,1072.0,457.0,60200.0
16484,de_0_ate_18,norte,1708.0,459.0,633.0,312.0,64000.0
16485,de_0_ate_18,norte,686.0,127.0,246.0,86.0,77300.0
16486,ate_29,norte,661.0,144.0,192.0,93.0,49000.0
16487,ate_29,norte,3844.0,969.0,1832.0,845.0,81800.0
16488,ate_29,norte,2107.0,332.0,874.0,341.0,265600.0
16489,de_0_ate_18,norte,2153.0,345.0,979.0,335.0,325400.0
16490,de_0_ate_18,norte,7808.0,1390.0,3551.0,1392.0,202300.0
16491,ate_29,norte,3460.0,602.0,1707.0,568.0,181900.0
16492,acima_37,norte,1615.0,338.0,823.0,327.0,145500.0
16493,acima_37,norte,2264.0,504.0,1076.0,472.0,194100.0
16494,ate_37,norte,878.0,160.0,372.0,167.0,232100.0
16495,de_0_ate_18,norte,2652.0,342.0,1199.0,350.0,267100.0
16496,ate_29,norte,2933.0,461.0,1283.0,449.0,291100.0
16497,ate_29,norte,1867.0,424.0,802.0,314.0,53500.0
16498,ate_37,norte,2644.0,459.0,1113.0,483.0,81300.0
16499,acima_37,norte,1525.0,308.0,661.0,285.0,63200.0
16500,ate_37,norte,883.0,187.0,326.0,136.0,58200.0
16501,ate_29,norte,1503.0,370.0,522.0,268.0,68900.0
16502,de_0_ate_18,norte,1177.0,240.0,519.0,199.0,73500.0
16503,ate_29,norte,531.0,126.0,231.0,96.0,89600.0
16504,ate_29,norte,3244.0,449.0,1174.0,454.0,255700.0
16505,ate_37,norte,2554.0,515.0,1507.0,533.0,162600.0
16506,acima_37,norte,1621.0,393.0,635.0,349.0,244000.0
16507,acima_37,norte,1974.0,410.0,1039.0,398.0,151600.0
16508,acima_37,norte,2156.0,469.0,1070.0,467.0,252300.0
16509,acima_37,norte,1075.0,249.0,519.0,210.0,230900.0
16510,acima_37,norte,2300.0,463.0,1061.0,429.0,228800.0
16511,ate_37,norte,1336.0,258.0,678.0,249.0,292000.0
16512,ate_37,norte,377.0,58.0,151.0,67.0,500001.0
16513,de_0_ate_18,norte,3643.0,801.0,1784.0,743.0,57500.0
16514,de_0_ate_18,norte,4279.0,951.0,1596.0,666.0,75900.0
16515,ate_37,norte,1856.0,472.0,703.0,292.0,60000.0
16516,ate_37,norte,70.0,38.0,20.0,13.0,112500.0
16517,ate_29,norte,2268.0,330.0,847.0,296.0,214400.0
16518,de_0_ate_18,norte,2096.0,420.0,926.0,397.0,187800.0
16519,ate_29,norte,1059.0,150.0,400.0,154.0,343100.0
16520,de_0_ate_18,norte,1848.0,280.0,786.0,282.0,344100.0
16521,de_0_ate_18,norte,4764.0,816.0,2077.0,755.0,234500.0
16522,ate_29,norte,4030.0,813.0,1852.0,778.0,193300.0
16523,acima_37,norte,3273.0,579.0,1431.0,539.0,227600.0
16524,ate_29,norte,1948.0,310.0,922.0,313.0,243600.0
16525,acima_37,norte,1923.0,393.0,910.0,345.0,200600.0
16526,ate_29,norte,3891.0,616.0,1968.0,632.0,279200.0
16527,de_0_ate_18,norte,3013.0,486.0,1361.0,515.0,171200.0
16528,ate_29,norte,1446.0,329.0,594.0,255.0,53300.0
16529,de_0_ate_18,norte,3715.0,810.0,943.0,510.0,109400.0
16530,ate_29,norte,2066.0,393.0,919.0,395.0,176200.0
16531,de_0_ate_18,norte,2724.0,593.0,1124.0,586.0,186200.0
16532,de_0_ate_18,norte,2697.0,490.0,1462.0,515.0,190300.0
16533,ate_29,norte,2246.0,437.0,1035.0,386.0,172600.0
16534,de_0_ate_18,norte,2364.0,631.0,1300.0,625.0,221100.0
16535,ate_29,norte,2081.0,339.0,906.0,323.0,293500.0
16536,de_0_ate_18,norte,5815.0,898.0,2614.0,887.0,215900.0
16537,de_0_ate_18,norte,5315.0,1037.0,2228.0,950.0,208400.0
16538,de_0_ate_18,norte,1523.0,308.0,477.0,315.0,75000.0
16539,acima_37,norte,1505.0,324.0,553.0,277.0,350000.0
16540,ate_29,norte,1848.0,428.0,1130.0,433.0,190300.0
16541,de_0_ate_18,norte,3452.0,791.0,1567.0,731.0,194300.0
16542,ate_29,norte,2622.0,525.0,1027.0,510.0,242600.0
16543,ate_37,norte,2551.0,448.0,1165.0,456.0,196400.0
16544,de_0_ate_18,norte,2007.0,400.0,895.0,403.0,202700.0
16545,de_0_ate_18,norte,1804.0,304.0,750.0,298.0,196400.0
16546,de_0_ate_18,norte,8072.0,1606.0,4323.0,1475.0,220300.0
16547,ate_29,norte,1915.0,419.0,930.0,342.0,292700.0
16548,ate_37,norte,1333.0,235.0,660.0,206.0,288500.0
16549,ate_37,norte,817.0,206.0,224.0,89.0,90400.0
16550,ate_29,norte,2300.0,508.0,526.0,254.0,109700.0
16551,ate_37,norte,994.0,226.0,302.0,117.0,67900.0
